 $/ sq ft ,Sale Price,List Price,>90 Day Before Sale Zestimate,$ / sq ft for keywords,Close Date,Street Number,Street Name,Street Suffix,City,County,Zip5,,Beds Total,Baths.Lavs,Est Fin Abv Grd SqFt,Acreage,Architecture Level,Architecture Style, $/ sq ft ,Basement Type,,Sale Price,Exterior,Cooling,Exterior Features,Garage Dimensions,Garage Features,Garage Size,Heating,Original List Price,Photo Count,Pool YN,PUBLIC REMARKS,Avg,Count,Without,SqFt-Est Tot Fin,SqFt-Est Fin Lower Floor,SqFt-Est Fin Abv Grd,SqFt-Est Tot Bsmt,Year Built,Year Remodeled,Porch Type
 $ 203 ,210000,219900,,#N/A,08/07/2018,2027,HARWOOD,Avenue,Royal Oak,Oakland,48067,,3,1,1035,0.1,1 1/2 Story,Bungalow, $ 203 ,Unfinished,,210000,"Aluminum, Vinyl, Wood",Central Air,Fenced,,"Detached, Door Opener",2 Car,Forced Air,225000,18,FALSE,"YOU MUST SEE THIS FABULOUS ROYAL OAK BUNGALOW TO APPRECIATE THE DETAILS. RESURFACED HARDWOOD FLOORS, NEWER WINDOWS, NEWER AC AND HIGH EFFICIENCY FURNACE, NEWER APPLIANCES, SPACIOUS UPPER MASTER BEDROOM, NEWER GARAGE DOOR AND MORE. THIS POPULAR LOCATION IS JUST MINUTES AWAY FROM THE VIBRANT AND EXCITING DOWNTOWN ROYAL OAK AS WELL AS EASY ACCESS TO ALL MAJOR FREEWAYS. LOCATED CLOSE TO OAKLAND ELEMENTARY SCHOOL AND POPULAR MADDOCK PARK. YOU ARE ALSO A BRIEF DRIVE TO FABULOUS FERNDALE AND OTHER NEARBY COMMUNITIES. PUT THIS ONE ON YOUR SHORT LIST AND SEE IT SOON.  EXCLUDES AIR COMPRESSOR SYSTEM AND TV WALL MOUNTS.",$210,154,$196,"2,273",300,"1,973",638,1947,,"Patio, Porch"
 $ 203 ,210000,210000,,#N/A,07/20/2018,4212,BLAIR,Avenue,Royal Oak,Oakland,48073,,3,1,1034,0.17,1 Story,Ranch, $ 203 ,Unfinished,,210000,Cedar,,,42x24,Detached,2 Car,Forced Air,210000,34,FALSE,"FIRST TIME THIS ROYAL OAK HOME HAS BEEN ON THE MARKET! 3 BEDROOMS 1 FULL BATH RANCH HOME. NICE OPEN KITCHEN W/ ATTACHED DINING & BREAKFAST BAR. LARGE LIVING ROOM W/BEAUTIFUL PICTURE WINDOW (REPLACED '07). HARDWOOD FLOORS BENEATH CARPETING IN LIVING ROOM, BEDROOMS & HALL. FULL BATH COMPLETELY REMODELED ('18) DOWN TO THE STUDS INCLUDING NEW BATH TUB, TOILET, FLOORING & VANITY. NEW FURNACE ('17) NEW HOT WATER HEATER ('11). MANY UPDATES IN '07 INCLUDING COMPLETE ROOF TEAR OFF, GUTTERS, BLOWN IN INSULATION, SOFFIT VENTS, SOLAR ATTIC FAN, 3/4 OF CHIMNEY REBUILT & UPGRADED PLUMBING IN '05. HOME FEATURES A 1,008 SQ. FT. DETACHED GARAGE! INCLUDING 2 CAR GARAGE W/ NEW GARAGE DOOR ('18), SEPARATE 2 STORY OPEN SPACE WITH FIREPLACE W/ NEW ENTRY DOOR ('18). LARGE BASEMENT WITH BRAND NEW SUMP PUMP ('18) AND PRECISION FOUNDATION SYSTEMS INSTALLED A COMPLETE INTERNAL DRIAN SYSTEM WITH 30 YEAR TRANSFERABLE WARRANTY. HOME BEING SOLD AS IS. SUBJECT TO PROBATE APPROVAL.",$210,154,$196,"1,120",,"1,120","1,120",1951,,Porch - Covered
 $ 203 ,325000,325000,,#N/A,06/29/2018,3113,ALEXANDER,Avenue,Royal Oak,Oakland,48073,,3,2,1600,0.13,1 1/2 Story,Bungalow, $ 203 ,Unfinished,,325000,Brick,Central Air,,,,2 Car,Forced Air,325000,23,FALSE,"WELCOME HOME TO A FANTASTIC BUNGALOW THAT YOU WILL NOT FIND ANYWHERE ELSE. WALK IN THE FRONT DOOR TO YOUR NATURAL LIT LIVING ROOM. THE NEXT DOORWAY TAKES YOU TO YOUR SPACIOUS KITCHEN WITH ISLAND AND INDIRECT LIGHTING, GREAT FOR ENTERTAINING. THE ISLAND COMES WITH ITS OWN CUSTOM STOOLS! DON'T STOP THERE, THE OPEN FLOOR PLAN THEN TAKES YOU TO YOUR MASSIVE GREAT ROOM WITH REAL FIRE PLACE (GAS LINE IS THERE TO INSTALL GAS FIREPLACE)  AND DOOR-WALL THAT LEADS OUT TO YOUR TREX DECK WITH GAS LINE FOR GRILL ON DECK AREA. BOTH BATHROOMS INCLUDE GREAT FEATURES, CERAMIC TILES AND A TUB. WALK UPSTAIRS TO YOUR FABULOUS MASTER BEDROOM WITH CATHEDRAL CEILINGS, WITH FULL BATHROOM ATTACHED. THERE IS A TWO CAR GARAGE WITH NEW ELECTRICAL THROUGHOUT THE GARAGE AND HOUSE. THIS WELL MAINTAINED HOME WILL NOT LAST LONG! GET IN TO SEE IT NOW!",$210,154,$196,"2,080","1,040","1,040","1,040",1980,,Porch
 $ 203 ,214000,217000,,#N/A,11/29/2018,319,MARLIN,Avenue,Royal Oak,Oakland,48067,,3,2,1053,0.1,1 1/2 Story,Bungalow, $ 203 ,Finished,,214000,"Aluminum, Brick",Central Air,Outside Lighting,,,No Garage,Forced Air,217000,35,FALSE,"STYLE, PRIDE OF OWNERSHIP AND WALKABLE TO DOWNTOWN IS WHAT THIS RO BUNGALOW IS ALL ABOUT!  UPON ENTERING, YOU'LL LOVE THE HARDWOOD FLOORS THROUGHOUT.  THE KITCHEN BOASTS UPDATED WHITE SHAKER CABINETS, SS APPLIANCES, AND GRANITE COUNTERS.  THE UPDATED FULL BATH FEATURES DOUBLE GLASS DOORS, SLATE FLOORING AND GRANITE COUNTERTOPS.  UPSTAIRS OFFERS A SPACIOUS MASTER BEDROOM WITH CHIC FINISHES, EXPOSED BRICK CHIMNEY & BUILT-IN'S FOR DISPLAYING YOUR FAVORITE ITEMS.  ADDITIONAL WALK-IN CLOSET TUCKED AWAY ON NORTH SIDE, WHILE TONS OF HIDDEN STORAGE IS TUCKED BEHIND THE SOUTH WALL OF THE HOME.  THE FINISHED BASEMENT IS SURE TO DELIGHT YOUR BUYER'S; PROVIDING SECONDARY LIVING ROOM, CUSTOM BUILT BAR W/FRIDGE AND TAP. SECOND FULL BATH BELOW W/ TILED SHOWER AND GRANITE COUNTERTOPS.  OUTSIDE, GO RELAX IN YOUR PRIVATE OASIS - BRICK PAVER PATIO INSTALLED WITH METICULOUS CRAFTSMANSHIP.   ENJOY THE FALL SEASON WITH THE ADDED FIRE PIT AS YOU ENTERTAIN AND ENJOY THE COMPANY OF FRIENDS AND FAMILY!",$210,154,$196,"2,100","1,000","1,100","1,080",1963,,"Patio, Porch - Covered"
 $ 203 ,214000,200000,,#N/A,05/04/2018,1112,Webster,Road,Royal Oak,Oakland,48073,,3,1,1053,0.23,1 Story,Ranch, $ 203 ,Partially Finished,,214000,Brick,Central Air,Outside Lighting,,,No Garage,Forced Air,200000,25,FALSE,"CALLING ALL INVESTORS AND FIXER-UPPER ENTHUSIASTS! THIS IS THE PERFECT PROJECT HOUSE FOR YOU. GREAT BONES WITH HARDWOOD FLOORS THROUGHOUT AND AN EXTRA DEEP FENCED YARD. LARGE, SUNNY PICTURE WINDOW IN LIVING ROOM AND EXPANSIVE KITCHEN SPACE. THREE GOOD SIZED BEDROOMS SHARE A CUTE, UPDATED FULL BATH WITH UNIQUE BOWL SINK AND NEWER VANITY. FULL, DRY BASEMENT WITH LOTS OF STORAGE. GREAT LOCATION IN DESIRABLE FOREST HEIGHTS SUB ON LOW-TRAFFIC STREET CLOSE TO PARKS, SHOPPING, DINING, EVERYTHING. WELCOME HOME! HIGHEST & BEST DUE THURSDAY MARCH 29TH BY 11:00",$210,154,$196,"1,532",100,"1,432",848,1940,2017,"Patio, Porch - Covered"
 $ 203 ,225000,229999,,#N/A,07/30/2018,130,WEBSTER,Road,Royal Oak,Oakland,48073,,3,1.1,1106,0.16,1 1/2 Story,Bungalow, $ 203 ,Partially Finished,,225000,"Aluminum, Brick Siding, Other","Ceiling Fans 2+, Central Air","Fenced, Outside Lighting",,Detached,1 Car,Forced Air,229999,31,FALSE,"BEAUTIFUL BRICK PAVER PATIO WELCOMES YOU IN TO THIS FANTASTIC 3 BEDROOM BUNGALOW. FIRST FLOOR OFFERS A CHARMING LIVING ROOM WITH HARDWOOD FLOORING, COVED CEILINGS AND ARCHED DOORWAYS. OVER-SIZED EAT-IN KITCHEN WITH GRANITE COUNTERS, BRAND NEW STAINLESS STEEL APPLIANCES, NEW FLOORS AND AN ACCENT CHALK BOARD WALL. UPDATED FULL BATHROOM AND 2 LARGE BEDROOMS ON MAIN WITH DOOR TO BACK YARD. BRICK PAVER PATIO OVERLOOKS AN EXTRA DEEP AND PRIVATE LOT; COMPLETELY FENCED WITH A HUGE VEGGIE GARDEN. NATURALLY LIT MASTER BEDROOM UPSTAIRS WITH HARDWOOD FLOORS AND 3 CLOSETS. PARTIALLY FINISHED LOWER LEVEL JUST NEEDS YOUR EXTRA TOUCH TO MAKE IT AN AWESOME EXTRA LIVING SPACE. *WOOD PENINSULA IN KITCHEN IS NOT ATTACHED BUT NEGOTIABLE IN SALE*",$210,154,$196,985,,985,968,1954,2018,Porch
 $ 203 ,337500,343700,,#N/A,12/07/2018,4403,BEVERLY,Court,Royal Oak,Oakland,48073,,3,2.1,1659,0.2,1 1/2 Story,Bungalow, $ 203 ,Partially Finished,,337500,"Aluminum, Brick",Window Units 2+,Outside Lighting,,"Detached, Door Opener, Electricity",2 Car,Radiant,354700,28,FALSE,PLEASE BE AWARE THAT THE SELLER HAS ACCEPTED AN OFFER PENDING INSPECTION. ALL ADDITIONAL OFFERS WILL BE HELD AS BACK UP.  BEAUTIFUL 3 BEDROOM BUNGALOW LOCATED IN ROYAL OAK!  THIS HOME HAS BEEN REMODELED AND UPDATED THROUGHOUT.  FIRST FLOOR MASTER SUITE WITH LARGE CLOSET AND MASTER BATH.  NEWER KITCHEN WITH QUARTZ COUNTERTOPS AND UPDATED CABINETS AND APPLIANCES.  TWO BEDROOMS UPSTAIRS WITH JACK AND JILL BATH.   FULL BASEMENT WITH EGRESSED ROOM FOR A POTENTIAL BEDROOM AND FUTURE BATH.  ALL NEWER WINDOWS THROUGHOUT.  ELECTRICAL AND PLUMBING UPGRADED.  CHIMNEY REPLACED AS WELL.  THIS HOME IS LOCATED CLOSE TO THE PARK AND WALKING TRAILS.  THE COVERED PATIO AND LARGE BACKYARD ARE PERFECT FOR ENTERTAINING!  COME SEE THIS HOME TODAY!,$210,154,$196,"1,164",,"1,164",,1949,,"Deck, Patio"
 $ 204 ,217000,235000,,#N/A,02/27/2019,2421,Vermont,Avenue,Royal Oak,Oakland,48073,,3,1.1,1066,0.21,1 Story,Ranch, $ 204 ,Finished,,217000,Brick,Central Air,"Outside Lighting, Sprinkler(s)",,Detached,1 Car,Forced Air,235000,2,FALSE,"LOCATION LOCATION LOCATION! BACKS UP TO RED RUN GOLF COURSE -- HOLE #13 TO BE EXACT! THIS HOUSE IS THE PERFECT RENOVATION PROJECT TO MAKE IT YOUR OWN; IT HAS AMAZING POTENTIAL – ESPECIALLY SINCE IT’S LOCATED IN A WELL-SOUGHT-AFTER NEIGHBORHOOD IN ROYAL OAK. INVESTOR OR BUILDER’S SPECIAL – NEEDS UPDATES THROUGHOUT. NO SHOWINGS UNTIL OFFER IS ACCEPTED. AT THAT TIME, ACCESS INFORMATION WILL BE PROVIDED. PLEASE NOTE: HOUSE IS OCCUPIED.",$210,154,$196,"2,440","1,200","1,240","1,228",1956,,Patio
 $ 204 ,234740,229900,,#N/A,04/14/2018,313,DORCHESTER,Avenue,Royal Oak,Oakland,48067,,3,1.1,1153,0.11,1 1/2 Story,Bungalow, $ 204 ,Partially Finished,,234740,Aluminum,"Ceiling Fan, Central Air",Fenced,,Carport,No Garage,Forced Air,229900,19,FALSE,"***MULTIPLE OFFERS*** HIGHEST AND BEST DUE BY 9PM 2/27/18... THANK YOU FOR YOUR INTEREST! CHARMING, UPDATED ROYAL OAK BUNGALOW WITH WHITE KITCHEN CABINETS AND GRANITE COUNTERS. FLOWING FLOOR PLAN WITH LARGE LIVING ROOM AND DINING ROOM. THIS HOMES BOASTS THREE SUBSTANTIAL BEDROOMS AND AN UPDATED FULL BATH. HUGE MASTER BEDROOM INCLUDES ITS OWN POWDER ROOM. HARDWOOD FLOORS THROUGHOUT. THE PERFECT HOME FOR ENTERTAINING INCLUDING A SIZEABLE FINISHED BASEMENT WITH WET BAR. BACK DECK HAS VIEW OF THE SPACIOUS FENCED IN BACKYARD. EASY WALK TO DOWNTOWN ROYAL OAK. GREAT LOCATION, GREAT NEIGHBORS AND GREAT CURB APPEAL! THIS HOME IS TURN-KEY AND WON'T LAST LONG. AGENT RELATED TO SELLER. IT'S A MUST SEE!",$210,154,$196,"2,394",900,"1,494","1,200",1950,2017,"Porch, Porch - Enclosed"
 $ 204 ,275000,289400,,#N/A,10/22/2018,510,CAMPBELL,Road,Royal Oak,Oakland,48067,,3,2.1,1350,0.12,2 Story,Colonial, $ 204 ,"Daylight, Unfinished",,275000,"Brick, Vinyl",Central Air,"Fenced, Outside Lighting",,"Detached, Electricity",2 Car,Forced Air,289400,40,FALSE,"THIS HOME HAS BEEN COMPLETELY RENOVATED FROM TOP TO BOTTOM.  HOME OFFERS 3 BEDROOMS, 2 AND ½ BATHS, FULL BASEMENT WITH EGRESS WINDOW, 2 CAR GARAGE AND A PRIVATE BACKYARD.  FIRST FLOOR WITH OPEN CONCEPT INCLUDES VINYL WOOD LOOKING FLOOR THOUGHT OUT, NATURAL LIGHT AND A DOOR WALL LEADING TO THE BACK YARD.  KITCHEN FLOWS TO THE DINING ARE WITH WHITE CABINETS AND GRANITE COUNTERS. OPEN STAIR CASE TO 3 BEDROOMS. MASTER SUITE BATH HAS CERAMIC FLOOR AND GRANITE COUNTERS.  PRIVATE BACK YARD THAT IS FENCED, OVERSIZE 2 CAR GARAGE AND A LITTLE PATIO. NOTHING TO DO OTHER THAN MOVE IN AND ENJOY.",$210,154,$196,"2,048",400,"1,648",500,1924,2016,"Patio, Porch - Covered"
 $ 204 ,245000,249900,,#N/A,05/21/2018,4705,Robinwood,Avenue,Royal Oak,Oakland,48073,,3,2,1200,0.15,1 Story,Ranch, $ 204 ,Finished,,245000,Brick,"Ceiling Fans 2+, Central Air, ENERGY STAR® Qualified A/C Equipment","Fenced, Outside Lighting, Sprinkler(s)",23x21,"Detached, Door Opener, Electricity",2 Car,"ENERGY STAR® Qualified Furnace Equipment, Forced Air",249900,29,FALSE,"THERE’S SO MUCH TO LOVE ABOUT THIS NORTH ROYAL OAK BRICK RANCH! CHARM ABOUNDS: EXTENSIVE HARDWOOD FLOORING & COVED CEILINGS FLOW FROM THE FOYER THROUGHOUT MUCH OF THE FIRST FLOOR. WHITE KITCHEN W/STAINLESS STEEL APPLIANCES OPENS INTO A LARGE FAMILY ROOM. 3 BEDROOMS SHARE A CHIC CERAMIC BATH & THERE ARE VINYL REPLACEMENT WINDOWS THROUGHOUT. MAJOR IMPROVEMENTS IN THE LAST FEW YEARS INCLUDE: FURNACE & CENTRAL AIR, DUCTWORK, DRIVEWAY & FRONT WALKWAY, FRENCH DRAIN, SPRINKLERS, GLASS BLOCK WINDOWS. THE ICING ON THE CAKE IS THE JUST COMPLETED, FINISHED LOWER LEVEL W/*STUNNING* FULL CERAMIC BATH W/CUSTOM APPOINTMENTS T/O, CONCRETE FLOORS, LOADS OF RECESSED LIGHTING, STORAGE SPACE PLUS A LARGE LAUNDRY ROOM. EVERY CAR BUFF’S DREAM: OVERSIZED (2 + CAR) GARAGE W/ELECTRICAL PANEL & STORAGE ABOVE. A FULLY FENCED-IN YARD, NEWER LANDSCAPING & COPPER PLUMBING, TOO! TOUGH TO FIND THIS MUCH SQUARE FOOTAGE IN A RANCH. GREAT LOCATION MOMENTS TO WOODWARD, DOWNTOWN BIRMINGHAM & SO MUCH MORE! BATVAI",$210,154,$196,"2,155","1,055","1,100","1,100",1950,2012,"Deck, Patio, Porch"
 $ 204 ,220000,220000,,#N/A,07/31/2018,312,ALEXANDER,,ROYAL OAK,Oakland,48067,,3,1,1077,0.16,1 1/2 Story,Bungalow, $ 204 ,Partially Finished,,220000,Aluminum,Central Air,Fenced,,,No Garage,Forced Air,220000,20,FALSE,"ADORABLE BUNGALOW IN HIGHLY DESIRABLE LOCATION.  WALKING DISTANCE TO DOWNTOWN!!  1ST HOUSE NORTH OF FOURTH STREET. THIS LOVELY HOME WITH PARK LIKE SETTING & EXTRA DEEP LOT FEATURES, HARDWOOD FLOORS THROUGH OUT THE MAIN LEVEL, UPDATED WHITE KITCHEN, SPACIOUS FLOOR PLAN WITH KITCHEN & NOOK OPEN TO LIVING ROOM, BAY WINDOW, STYLISHLY UPDATED FULL BATH, LARGE MASTER BEDROOM, VINYL WINDOWS, THE 1/2 BATH IN PARTIALLY FINISHED BASEMENT IS PREPPED FOR A SHOWER AND JUST NEEDS THE FINISHING TOUCHES TO MAKE IT A FULL BATH.  GREAT DEEP BACKYARD WITH PATIO & SHED FOR ADDED STORAGE.",$210,154,$196,"1,450",,"1,450",700,1935,2017,"Patio, Porch - Covered"
 $ 204 ,469900,469900,,#N/A,05/16/2018,115,Woodside,Road,Royal Oak,Oakland,48073,,3,2.1,2300,0,2 Story,Colonial, $ 204 ,Unfinished,,469900,"Brick, Vinyl","Ceiling Fans 2+, Central Air",Sprinkler(s),,"Attached, Direct Access, Door Opener, Electricity",2 Car,Forced Air,469900,3,FALSE,"ANOTHER GREAT HILLAN HOME! TO BE BUILT...BEAUTIFUL NORTH ROYAL OAK STREET, PRIMARILY NEW CONSTRUCTION ON MAJORITY OF STREET. FEATURES: HARDWOOD ON 1ST FLOOR, UPGRADED CARPET ON 2ND FLOOR; 1ST FLOOR STUDY WITH POCKET DOORS; HUGE LIVING ROOM WITH GAS FIREPLACE; GRANITE AND STAINLESS KITCHEN WITH CUSTOM CABINETS, PANTRY, ISLAND AND BRIGHT NOOK OVERLOOKING HUGE YARD; LARGE MASTER SUITE, MASTER BATH ALL GRANITE, TILE, DOUBLE SINK CUSTOM VANITY, SOAK TUB AND SHOWER STALL, PLUS 13 X 11 WALK-IN CLOSET; 2ND FLOOR LAUNDRY; 9' BASEMENT WITH EGRESS AND PRE-PLUMBED FOR 3RD FULL BATH; 2 CAR ATTACHED GARAGE; CA; SPRINKLERS, SOD AND LANDSCAPING!",$210,154,$196,"1,156",,"1,156",797,1940,,"Deck, Patio, Porch"
 $ 204 ,515000,524900,,#N/A,09/06/2018,216,KENILWORTH AVE,,ROYAL OAK,Oakland,48067,,3,3.1,2520,0.17,2 Story,Colonial, $ 204 ,"Daylight, Finished",,515000,Stone,"Ceiling Fan, Central Air",Sprinkler(s),,Attached,3 Car,Forced Air,524900,28,FALSE,"REMARKABLE 2 STORY HOME 10 MINUTE WALK TO MIDDLE OF DOWNTOWN W/1ST FLR BEDROOM 2001 BUILT HOME WITH WIDE OPEN FLR PLAN.  2,520 SQUARE FT 3.1 BATHS AND 3 CAR SIDE TURN GARAGE. GREAT RM W/BUILT IN CABINETRY, STEP CEILING, GAS FIREPLACE, KITCHEN W/ CUSTOM CABINETS, GRANITE TOPS, PLUMB FIXTURES, LIGHTING, SNACK BAR, NEW SS APPLIANCES. FORMAL EATING AREA NEXT TO KIT, MASTER SUITE W/ FIREPLACE, H/H WALK IN CLOSETS W/SKYLIGHTS, BALCONY, FULL CUSTOM TILED BATH, 1ST FLOOR BDRM, FINISHED LOWER LEVEL W/WORKOUT RM, FULL BATH FEATURES INCL: HARDWOOD FLRS, CUSTOM STAIRCASE, PELLA WINDOWS AND MULTIPLE DOORWALLS LEADING TO WRAP AROUND UPPER AND LOWER DECKS, WET & DRY SAUNAS, 2ND FLR LAUNDRY, WALL SAFE, ALARM SYS, CAMERA, OUTDOOR SOUND SYS, CA, DUAL HW TANKS, WIRED NETWORK, AND MORE.",$210,154,$196,"2,299",965,"1,334",965,1950,,"Patio, Porch"
 $ 204 ,236600,243500,,#N/A,05/29/2018,836,EDGEWOOD,Drive,Royal Oak,Oakland,48067,,3,1.1,1157,0.13,2 Story,Colonial, $ 204 ,Unfinished,,236600,Aluminum,"Ceiling Fans 2+, Central Air",Fenced,,"Detached, Door Opener, Electricity",1 Car,Forced Air,243500,18,FALSE,"TALK ABOUT LOCATION-QUICK WALK TO DOWNTOWN, BIKE PATHS, AND ROYAL OAK MIDDLE SCHOOL JUST 2 HOUSES AWAY WITH TENNIS COURTS, ETC. FOR YOU TO ENJOY!  THIS HOUSE HAS CHARACTER W ORIGINAL HARD WOOD FLOORS, ORIGINAL DOORS, BOX WINDOW IN KITCHEN BUT ALSO HAS CONTEMPORARY UPDATES THROUGHOUT INCLUDING THE KITCHEN.  FIRST FLOOR BEDROOM HAS IT'S OWN HALF BATH FOR PRIVACY.  TONS OF WINDOWS THROUGHOUT THE HOME PROVIDE NATURAL LIGHT EVERYWHERE.  MASTER BEDROOM HAS A BEAUTIFUL BAY WINDOW.   THIRD LARGE BEDROOM HAS MULTIPLE CLOSETS.  HOME HAS A BEAUTIFUL DECK TO ENJOY AND A 1 1/2 CAR GARAGE W A FENCED IN YARD.  UPDATES INCLUDE:  KITCHEN, PLUMBING, WINDOWS, NEWER APPLIANCES, SINK & FAUCET IN KITCHEN, & FRONT LANDSCAPING.",$210,154,$196,"1,971",962,"1,009",988,1953,,"Deck, Patio"
 $ 205 ,225000,219000,,#N/A,08/06/2018,216,DEVILLEN,Avenue,Royal Oak,Oakland,48073,,3,2,1100,0.12,1 1/2 Story,Bungalow, $ 205 ,Finished,,225000,Vinyl,"Central Air, Wall Unit",Fenced,,,No Garage,Forced Air,219000,26,FALSE,"PICTURE PERFECT BUNGALOW IS LIGHT-FILLED AND UPDATED! LIVING ROOM WITH LARGE WINDOWS. NEWLY REFINISHED HARDWOOD FLOORS. GORGEOUS BRIGHT KITCHEN FEATURING COZY BREAKFAST NOOK WITH BUILT-IN SEATING AND STORAGE. STAINLESS STEEL APPLIANCES, TILE BACKSPLASH, GRANITE COUNTERS. BATHROOMS WITH NEW VANITIES AND TILE SHOWER SURROUNDS. FAMILY ROOM & FULL BATH IN FINISHED BASEMENT. ALL NEW INTERIOR DOORS AND FRONT DOOR. UPDATED ELECTRICAL. NEW FURNACE & HWH. NEWER SIDING AND WINDOWS. LOVELY FENCED YARD OFFERS PRIVATE SETTING WITH LUSH LANDSCAPING AND PATIO. CLOSE TO PARK AND MINUTES AWAY FROM DOWNTOWN ROYAL OAK!",$210,154,$196,"1,362",,"1,362",681,1920,2016,"Patio, Porch - Enclosed"
 $ 205 ,410000,414900,,#N/A,03/15/2019,619,UNIVERSITY,Avenue,Royal Oak,Oakland,48067,,3,3,2003,0.09,2 Story,"Colonial, Contemporary", $ 205 ,,,410000,"Cedar, Stone, Vinyl",Central Air,"Outside Lighting, Sprinkler(s)",,,No Garage,Forced Air,414900,19,FALSE,"MODERN 2000 SF+ HOME OFFERS A WELL PROPORTIONED OPEN CONCEPT FLOOR PLAN WITH DEFINED LIVING/DINING/ENTERTAINING SPACES. THE KITCHEN IS A SHOW STOPPER WITH UPGRADED KITCHENAIDE STAINLESS APPLIANCES, MORE THAN AMPLE CABINET AND WORK SPACE, UNIQUE LIGHTING FIXTURES. FRENCH DOORS SEPARATE THE FIRST FLOOR HOME OFFICE  FROM THE LIVING AREAS. LARGE, LUXURIOUS 2ND FLOOR MASTER SUITE ON 2ND FLOOR WITH SPA-LIKE BATH,  THIS HOME HAS BEEN REBUILT FROM THE STUDS OUT AND EXPANDED ON BOTH LEVELS; A RESOURCEFUL DESIGN TEAM MADE SURE THAT THE FLOOR PLAN IS FUNCTIONAL AND THERE IS BUILT IN STORAGE THRU OUT. NOTE THREE FULL BATHS. ALL MECHANICAL COMPONENTS  NEW IN LAST TWO YEARS. COMPACT EASY TO MAINTAIN FENCED YARD. UNIVERSITY IS A QUIET STREET ABOUT A TEN MINUTE WALK FROM DOWNTOWN SHOPPING AND DINING. NEW HOMES ARE BEING BUILT IN THE NEIGHBORHOOD BECAUSE OF THE DESIRABLE IN TOWN BUT NOT RIGHT DOWNTOWN LOCATION.",$210,154,$196,"1,054",,"1,054","1,054",1924,2010,"Porch, Porch - Covered"
 $ 205 ,490000,499999,,#N/A,12/14/2018,1823,Center,Street,Royal Oak,Oakland,48073,,3,2.1,2391,0,2 Story,Colonial, $ 205 ,Unfinished,,490000,Other,Central Air,Sprinkler(s),,"Detached, Direct Access, Door Opener, Electricity",2 Car,Forced Air,499999,64,FALSE,"NEW CONSTRUCTION. OPEN FLOOR PLAN W/9’ CEILINGS, ARCHWAYS, HARDWOOD FLOORS & CROWN MOLDINGS THROUGHOUT 1ST FLOOR. ELEGANT KITCHEN FEATURES GOURMET ISLAND, GRANITE COUNTERS, 36INCH DUAL-FUEL RANGE WITH SS HOOD VENT, SS APPLIANCES, PENDENT LIGHTING, DESK, WINE HOLDER, & SOFT CLOSE CABINETS. BREAKFAST NOOK W/LARGE WINDOWS. GREAT ROOM W/ NATURAL LIGHT & GAS FIREPLACE. DINING ROOM W/STEPPED CEILING. 2 STORY IRON SPINDLE STAIRCASE. OWNERS SUITE W/TRAY CEILING & DOUBLE CROWN MOLDINGS. HIS & HERS WALK-IN CLOSETS W/BUILT IN SHELVING. OWNERS BATH WITH CUSTOM TILED FULL RAIN SHOWER W/SEAT. CUSTOM TILED FLOOR. SEPARATE SOAKING TUB WITH GRANITE SURROUND, VANITY WITH DUAL SINKS, GRANITE COUNTERS & LINEN CLOSET. TWO ADDITIONAL LARGE BEDROOMS. SECOND FULL BATH WITH DUAL SINKS, GRANITE COUNTERS & CUSTOM TILE. SECOND FLR LAUNDRY RM. HIGH BASEMENT CEILING & EGRESS WINDOW. 2 CAR GARAGE. HIGH EFFICIENCY FURNACE, 3 TON A/C, HARDIE SIDING, 3 DIMENSIONAL SHINGLES, ANDERSON WINDOWS, 200 AMP UNDERGROUND SERVICE",$210,154,$196,"1,750",400,"1,350","1,133",1947,,Deck
 $ 205 ,215250,224900,,#N/A,02/07/2019,1804,KALAMA,Avenue,Royal Oak,Oakland,48067,,3,2,1050,0.12,1 1/2 Story,Bungalow, $ 205 ,Unfinished,,215250,"Block/Concrete/Masonry, Vinyl",Central Air,Fenced,15x20,"Detached, Electricity",1 Car,Forced Air,234900,25,FALSE,"BEAUTIFUL MOVE-IN READY ROYAL OAK BUNGALOW WITH MANY UPDATES. THIS HOME BOASTS 3 BEDROOMS, 2 ON THE FIRST FLOOR ALONG WITH A FULL BATHROOM. UPSTAIRS MASTER BEDROOM HAS A RARE FIND FULL BATH, LARGE CLOSET, AND BRAND NEW CARPETING. THIS HOMES INTERIOR WAS JUST PAINTED AND THE GARAGE IS CURRENTLY HAVING A NEW ROOF INSTALLED. SIT AND RELAX ON YOUR NEW FRONT PORCH ENJOYING THE QUITE TREE LINED STREET OR ENTERTAIN FRIENDS AND FAMILY ON THE LARGE BRICK PAVER PATIO IN THE BACK YARD. GREAT ROYAL OAK NEIGHBORHOOD MINUTES FROM BOTH DOWNTOWN ROYAL OAK AND FERNDALE WITH EASY ACCESS TO HIGHWAYS.",$210,154,$196,"2,376",800,"1,576","1,074",1954,2012,"Patio, Terrace"
